Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Combined
obese,female,vegetarian,daily,coal,walk/bicycle,,often,93,very frequently,65,extra large,4,23,3,6,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2926,walk/bicycle
overweight,male,vegan,twice a day,natural gas,private,lpg,never,275,rarely,90,medium,4,19,1,21,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1408,private - lpg
normal,male,omnivore,more frequently,wood,walk/bicycle,,often,265,frequently,39,small,5,17,46,14,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2247,walk/bicycle
obese,female,vegan,more frequently,natural gas,private,hybrid,sometimes,204,very frequently,5685,large,2,0,4,18,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3110,private - hybrid
overweight,male,omnivore,less frequently,electricity,private,diesel,sometimes,58,never,3544,medium,1,18,36,15,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2141,private - diesel
underweight,male,vegetarian,more frequently,coal,public,,never,145,never,1978,medium,1,18,33,21,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",1391,public
obese,female,pescatarian,more frequently,natural gas,public,,often,143,rarely,1403,small,3,20,28,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1376,public
normal,female,omnivore,twice a day,electricity,private,electric,never,232,never,5437,extra large,3,0,11,2,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",925,private - electric
underweight,male,vegetarian,less frequently,electricity,walk/bicycle,,never,84,never,38,large,6,21,40,5,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1101,walk/bicycle
underweight,female,vegan,twice a day,coal,public,,sometimes,253,very frequently,850,small,4,21,29,10,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2206,public
normal,male,pescatarian,less frequently,coal,public,,sometimes,69,never,856,small,7,13,34,17,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1394,public
overweight,male,vegan,twice a day,electricity,public,,never,89,very frequently,1781,extra large,4,20,3,18,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3031,public
obese,female,vegetarian,more frequently,wood,walk/bicycle,,often,175,very frequently,83,medium,5,7,37,3,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",3022,walk/bicycle
underweight,female,vegetarian,less frequently,natural gas,public,,never,209,rarely,1955,large,4,16,0,5,Sometimes,[],['Stove'],1211,public
overweight,female,vegetarian,more frequently,coal,public,,never,173,never,1477,large,5,11,3,8,Sometimes,"['Paper', 'Plastic']",[],1267,public
obese,male,pescatarian,more frequently,electricity,walk/bicycle,,often,137,very frequently,4,small,5,0,24,5,Sometimes,"['Glass', 'Metal']",['Oven'],2664,walk/bicycle
underweight,male,vegetarian,twice a day,electricity,walk/bicycle,,often,97,never,24,large,5,9,37,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1590,walk/bicycle
obese,female,vegan,twice a day,electricity,public,,sometimes,249,frequently,1006,large,7,6,5,3,Sometimes,"['Plastic', 'Metal']",['Stove'],1933,public
obese,female,omnivore,more frequently,natural gas,private,petrol,never,275,never,5647,large,3,1,3,13,Yes,"['Paper', 'Glass']",[],3338,private - petrol
overweight,male,vegan,more frequently,coal,walk/bicycle,,often,228,rarely,55,medium,6,16,39,13,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],2366,walk/bicycle
obese,female,omnivore,less frequently,coal,walk/bicycle,,never,50,rarely,98,small,6,8,2,20,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",1254,walk/bicycle
underweight,male,omnivore,daily,wood,public,,often,149,rarely,880,small,3,16,16,18,Sometimes,['Plastic'],['Stove'],1563,public
underweight,male,pescatarian,daily,coal,public,,never,178,very frequently,759,large,4,9,44,20,No,[],"['Stove', 'Microwave']",3257,public
underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,,never,273,never,46,extra large,7,5,46,8,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2115,walk/bicycle
underweight,male,vegetarian,daily,natural gas,walk/bicycle,,often,141,frequently,44,small,2,9,2,9,Yes,['Paper'],['Oven'],1381,walk/bicycle
obese,female,omnivore,twice a day,electricity,public,,sometimes,206,frequently,1425,small,2,22,44,14,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",1965,public
normal,male,vegan,twice a day,wood,walk/bicycle,,never,139,very frequently,1,extra large,3,17,37,12,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2478,walk/bicycle
underweight,male,vegetarian,less frequently,natural gas,walk/bicycle,,sometimes,115,rarely,38,large,3,24,32,7,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1289,walk/bicycle
underweight,male,vegetarian,twice a day,coal,walk/bicycle,,never,181,rarely,92,small,7,10,5,24,Yes,[],"['Stove', 'Microwave']",1476,walk/bicycle
underweight,male,omnivore,less frequently,wood,public,,often,102,very frequently,1332,small,1,16,40,5,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",2731,public
overweight,male,vegetarian,more frequently,wood,private,hybrid,sometimes,226,never,8641,small,2,5,34,7,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2928,private - hybrid
obese,male,vegetarian,daily,natural gas,walk/bicycle,,often,213,very frequently,21,medium,1,10,40,5,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave']",3308,walk/bicycle
underweight,male,vegan,twice a day,electricity,private,petrol,never,53,very frequently,2060,small,7,11,32,14,No,"['Plastic', 'Glass']","['Grill', 'Airfryer']",3067,private - petrol
obese,male,vegan,more frequently,natural gas,walk/bicycle,,never,118,never,99,small,5,19,38,1,Yes,"['Plastic', 'Metal']",[],1370,walk/bicycle
overweight,male,pescatarian,twice a day,electricity,private,petrol,never,208,rarely,3899,large,4,17,39,9,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",3272,private - petrol
underweight,male,vegetarian,twice a day,wood,walk/bicycle,,never,186,very frequently,14,large,2,14,31,8,Sometimes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2351,walk/bicycle
underweight,female,vegan,less frequently,electricity,walk/bicycle,,never,189,rarely,39,medium,4,15,34,16,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']",1007,walk/bicycle
underweight,male,omnivore,less frequently,natural gas,public,,never,282,rarely,1308,small,5,1,31,19,No,[],"['Stove', 'Grill', 'Airfryer']",1942,public
overweight,male,vegan,daily,electricity,private,diesel,sometimes,183,rarely,6583,extra large,1,12,13,21,No,['Metal'],['Oven'],2912,private - diesel
normal,female,omnivore,twice a day,coal,public,,sometimes,298,never,401,large,5,22,13,11,No,['Metal'],"['Oven', 'Microwave']",1720,public
obese,male,vegetarian,more frequently,natural gas,public,,never,152,frequently,1388,medium,6,9,11,22,No,"['Paper', 'Metal']",['Microwave'],2232,public
underweight,female,omnivore,daily,coal,private,diesel,sometimes,203,very frequently,1841,small,2,22,15,7,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2599,private - diesel
normal,male,vegetarian,less frequently,natural gas,public,,often,119,frequently,841,large,7,10,13,2,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2290,public
overweight,female,pescatarian,less frequently,wood,private,petrol,often,275,rarely,9272,extra large,7,24,45,2,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",5707,private - petrol
obese,female,pescatarian,daily,electricity,public,,sometimes,298,frequently,1568,medium,6,20,2,0,No,['Metal'],[],1749,public
obese,female,vegan,less frequently,electricity,walk/bicycle,,often,67,never,48,small,1,2,0,4,No,['Glass'],['Microwave'],443,walk/bicycle
obese,male,vegan,twice a day,natural gas,private,petrol,often,245,frequently,1325,large,5,19,40,19,Sometimes,"['Paper', 'Plastic', 'Glass']",[],3491,private - petrol
normal,female,vegetarian,daily,wood,private,petrol,sometimes,95,rarely,7545,extra large,2,11,19,7,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",3531,private - petrol
overweight,female,vegetarian,more frequently,natural gas,walk/bicycle,,never,133,frequently,74,extra large,7,6,35,12,Yes,[],"['Stove', 'Grill', 'Airfryer']",2575,walk/bicycle
overweight,male,vegetarian,daily,coal,private,petrol,often,55,frequently,4762,small,6,4,45,17,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4882,private - petrol
obese,female,pescatarian,daily,electricity,public,,never,127,frequently,1944,large,2,8,48,11,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1843,public
normal,male,vegan,more frequently,coal,public,,sometimes,147,very frequently,438,medium,1,8,22,5,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",2268,public
overweight,male,vegetarian,twice a day,natural gas,walk/bicycle,,never,178,rarely,86,large,6,12,7,0,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1496,walk/bicycle
obese,female,pescatarian,more frequently,coal,walk/bicycle,,never,210,frequently,11,small,6,14,4,16,No,"['Plastic', 'Glass']",['Stove'],1961,walk/bicycle
underweight,male,vegan,less frequently,coal,private,diesel,sometimes,212,never,4028,extra large,6,20,6,24,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2619,private - diesel
normal,female,vegan,twice a day,coal,private,hybrid,sometimes,96,rarely,4071,large,1,3,28,17,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1983,private - hybrid
overweight,female,pescatarian,twice a day,electricity,public,,never,116,frequently,1507,large,5,6,50,3,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2046,public
underweight,female,omnivore,daily,natural gas,public,,sometimes,69,frequently,301,small,4,20,17,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1150,public
obese,female,vegan,less frequently,natural gas,public,,sometimes,264,frequently,141,medium,2,11,19,5,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1559,public
normal,female,vegan,daily,electricity,walk/bicycle,,sometimes,58,rarely,62,small,7,22,27,20,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1168,walk/bicycle
overweight,male,vegan,twice a day,wood,public,,often,162,never,1298,medium,1,19,28,22,No,"['Plastic', 'Glass']",['Oven'],1619,public
normal,female,pescatarian,daily,coal,private,lpg,often,207,very frequently,1486,extra large,4,5,46,2,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3522,private - lpg
underweight,male,vegan,twice a day,electricity,walk/bicycle,,often,250,never,19,medium,6,14,10,15,No,['Paper'],"['Stove', 'Oven']",1123,walk/bicycle
underweight,male,pescatarian,twice a day,electricity,public,,often,239,never,734,medium,4,0,32,1,Yes,['Paper'],"['Stove', 'Microwave']",1204,public
normal,male,omnivore,less frequently,electricity,private,petrol,sometimes,138,never,7266,extra large,6,6,1,22,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",4155,private - petrol
obese,male,vegetarian,daily,electricity,public,,often,60,frequently,1454,small,1,22,28,16,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2134,public
overweight,male,pescatarian,daily,wood,walk/bicycle,,often,205,rarely,17,extra large,4,2,34,14,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2307,walk/bicycle
obese,male,vegetarian,daily,natural gas,private,diesel,sometimes,158,never,3997,small,4,12,36,17,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2963,private - diesel
normal,female,pescatarian,twice a day,natural gas,walk/bicycle,,often,272,rarely,31,extra large,5,20,27,24,Yes,"['Paper', 'Metal']",['Stove'],1699,walk/bicycle
normal,male,omnivore,more frequently,natural gas,private,hybrid,sometimes,222,rarely,8652,medium,4,4,43,6,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3395,private - hybrid
obese,male,vegetarian,more frequently,natural gas,public,,often,144,never,1687,extra large,6,2,24,22,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2331,public
obese,female,vegetarian,daily,wood,public,,never,68,never,1884,small,6,13,9,7,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",951,public
underweight,female,vegetarian,twice a day,natural gas,private,diesel,never,93,never,430,medium,4,19,29,20,No,['Glass'],"['Stove', 'Oven']",1287,private - diesel
underweight,male,pescatarian,daily,wood,public,,sometimes,266,never,76,small,6,21,31,16,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1405,public
overweight,female,vegan,less frequently,electricity,public,,often,68,very frequently,1210,small,3,13,31,9,No,['Glass'],"['Microwave', 'Grill', 'Airfryer']",2388,public
overweight,female,vegetarian,twice a day,natural gas,private,lpg,sometimes,161,rarely,8083,small,1,0,21,0,Sometimes,[],"['Oven', 'Grill', 'Airfryer']",3223,private - lpg
obese,female,omnivore,more frequently,electricity,public,,never,180,rarely,977,medium,5,18,30,10,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1633,public
overweight,male,omnivore,more frequently,natural gas,private,petrol,often,173,very frequently,4698,extra large,5,14,37,22,No,"['Paper', 'Metal']","['Stove', 'Oven']",5679,private - petrol
normal,female,omnivore,more frequently,natural gas,private,electric,never,128,frequently,5698,large,7,5,44,6,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2251,private - electric
underweight,female,vegetarian,daily,wood,walk/bicycle,,often,275,never,73,extra large,3,9,5,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",751,walk/bicycle
normal,male,vegan,more frequently,electricity,walk/bicycle,,never,221,never,63,medium,1,17,7,16,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",488,walk/bicycle
underweight,female,vegan,daily,wood,public,,sometimes,224,rarely,1997,large,5,16,17,23,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1376,public
obese,male,vegetarian,twice a day,wood,walk/bicycle,,never,124,never,35,small,1,19,47,21,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1449,walk/bicycle
overweight,male,vegetarian,more frequently,wood,private,diesel,never,230,never,5920,large,1,23,40,5,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",3363,private - diesel
underweight,female,vegetarian,daily,natural gas,private,petrol,often,263,very frequently,140,medium,7,5,31,14,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2438,private - petrol
underweight,male,vegan,daily,coal,private,diesel,often,263,frequently,7000,medium,5,6,25,0,Yes,['Metal'],['Microwave'],3712,private - diesel
obese,female,vegetarian,twice a day,coal,public,,often,260,frequently,154,extra large,3,14,1,19,Yes,['Glass'],"['Stove', 'Microwave']",2364,public
normal,female,vegan,more frequently,electricity,private,hybrid,never,114,never,5937,large,5,10,32,16,Yes,"['Plastic', 'Glass']",['Microwave'],1935,private - hybrid
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,,never,111,never,34,large,2,3,47,6,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1329,walk/bicycle
obese,female,vegetarian,more frequently,natural gas,private,lpg,sometimes,194,rarely,7097,small,4,7,22,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3300,private - lpg
normal,male,vegetarian,more frequently,wood,private,petrol,never,144,very frequently,3532,medium,6,24,13,13,No,"['Plastic', 'Glass']",['Oven'],3773,private - petrol
underweight,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,108,frequently,7,medium,1,2,41,24,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1644,walk/bicycle
overweight,male,vegan,twice a day,coal,private,electric,sometimes,180,rarely,5186,medium,3,10,45,12,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2161,private - electric
normal,female,pescatarian,less frequently,natural gas,public,,sometimes,276,frequently,1166,small,2,3,14,18,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1675,public
underweight,female,omnivore,daily,coal,walk/bicycle,,never,162,frequently,54,medium,5,8,44,21,Sometimes,[],['Stove'],2184,walk/bicycle
obese,male,vegetarian,twice a day,coal,walk/bicycle,,never,235,frequently,18,small,5,14,47,24,No,"['Paper', 'Glass', 'Metal']",['Microwave'],2751,walk/bicycle
overweight,female,pescatarian,twice a day,natural gas,public,,often,263,rarely,931,extra large,7,16,25,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",2461,public
underweight,female,vegetarian,twice a day,electricity,public,,never,84,rarely,1946,extra large,6,16,46,2,No,"['Paper', 'Plastic', 'Glass']",[],1538,public
obese,female,omnivore,less frequently,electricity,private,lpg,never,84,very frequently,9951,large,5,5,28,22,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5747,private - lpg
normal,male,vegan,twice a day,electricity,public,,sometimes,253,very frequently,397,medium,6,7,8,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2109,public
obese,female,vegan,more frequently,coal,private,electric,never,280,rarely,7999,large,5,24,21,4,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",1736,private - electric
overweight,male,omnivore,twice a day,wood,walk/bicycle,,sometimes,163,very frequently,76,extra large,5,2,29,21,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",3446,walk/bicycle
obese,female,pescatarian,daily,coal,private,petrol,often,281,rarely,8720,small,6,22,5,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4779,private - petrol
normal,male,vegan,less frequently,natural gas,walk/bicycle,,never,72,frequently,62,extra large,7,10,12,8,Yes,[],['Stove'],2253,walk/bicycle
underweight,male,pescatarian,more frequently,natural gas,public,,often,58,never,1921,small,4,9,41,21,Yes,['Glass'],"['Stove', 'Oven', 'Microwave']",1535,public
normal,female,vegan,twice a day,natural gas,private,electric,sometimes,222,rarely,2653,medium,1,5,33,13,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1025,private - electric
obese,male,omnivore,daily,coal,public,,sometimes,221,very frequently,1024,medium,3,17,1,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],3116,public
normal,female,omnivore,less frequently,natural gas,walk/bicycle,,often,273,frequently,55,extra large,5,1,47,15,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",2494,walk/bicycle
underweight,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,235,rarely,64,large,4,1,32,3,Sometimes,['Metal'],[],1092,walk/bicycle
underweight,male,vegetarian,twice a day,electricity,public,,sometimes,161,frequently,1598,small,3,3,2,2,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1091,public
obese,male,omnivore,daily,wood,private,lpg,often,135,rarely,744,large,7,19,45,20,Yes,['Plastic'],"['Oven', 'Microwave']",3184,private - lpg
underweight,male,vegan,twice a day,natural gas,private,petrol,never,66,frequently,2095,medium,4,15,41,22,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",2482,private - petrol
overweight,female,vegan,twice a day,wood,walk/bicycle,,often,50,very frequently,62,medium,7,9,11,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2154,walk/bicycle
obese,female,pescatarian,less frequently,wood,private,electric,often,171,rarely,4325,medium,1,10,25,18,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1412,private - electric
overweight,male,pescatarian,twice a day,coal,walk/bicycle,,sometimes,146,frequently,6,large,2,9,8,5,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1927,walk/bicycle
normal,female,pescatarian,twice a day,natural gas,public,,sometimes,292,frequently,1472,large,1,22,35,1,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1840,public
underweight,male,vegetarian,more frequently,coal,private,lpg,never,192,rarely,4191,large,2,3,22,23,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2400,private - lpg
normal,female,pescatarian,twice a day,coal,public,,sometimes,130,never,293,medium,7,17,47,10,Yes,['Plastic'],[],1763,public
obese,male,vegan,daily,natural gas,walk/bicycle,,never,297,very frequently,84,small,2,24,14,12,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2682,walk/bicycle
obese,female,omnivore,more frequently,wood,private,diesel,never,249,very frequently,804,large,7,22,15,13,No,"['Glass', 'Metal']","['Stove', 'Oven']",3533,private - diesel
obese,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,147,rarely,74,medium,5,8,25,21,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1422,walk/bicycle
overweight,male,vegan,twice a day,wood,public,,often,256,very frequently,466,large,5,10,31,22,No,"['Plastic', 'Glass']",[],3280,public
normal,female,omnivore,more frequently,wood,public,,often,173,never,466,medium,7,10,46,14,Sometimes,[],"['Stove', 'Microwave']",1837,public
underweight,male,vegan,less frequently,electricity,walk/bicycle,,sometimes,161,never,85,large,6,24,23,16,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1425,walk/bicycle
obese,female,omnivore,less frequently,coal,public,,often,223,rarely,499,extra large,6,3,36,3,Sometimes,[],['Oven'],2828,public
obese,male,vegetarian,less frequently,natural gas,public,,often,165,frequently,453,medium,1,15,6,23,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1802,public
normal,female,omnivore,more frequently,coal,private,petrol,sometimes,247,never,6653,extra large,3,16,49,18,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],4059,private - petrol
obese,female,vegan,more frequently,wood,public,,often,194,frequently,1028,medium,1,2,21,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1640,public
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,295,very frequently,76,extra large,6,14,16,20,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2390,walk/bicycle
normal,female,pescatarian,less frequently,coal,private,diesel,sometimes,152,frequently,3789,extra large,6,8,30,3,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],2856,private - diesel
underweight,male,pescatarian,daily,natural gas,public,,often,226,rarely,1556,small,2,4,32,3,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1575,public
underweight,male,vegan,daily,natural gas,public,,often,92,never,931,extra large,7,4,29,14,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2005,public
obese,male,pescatarian,less frequently,electricity,private,lpg,often,69,frequently,7388,large,6,18,7,16,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4879,private - lpg
overweight,female,pescatarian,less frequently,coal,private,lpg,never,50,rarely,1225,medium,2,5,13,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1234,private - lpg
normal,female,pescatarian,less frequently,coal,public,,often,88,never,406,large,7,21,19,22,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1558,public
obese,male,pescatarian,twice a day,wood,public,,often,282,very frequently,629,small,3,3,12,13,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3108,public
underweight,male,vegetarian,less frequently,coal,private,petrol,sometimes,220,never,2868,small,1,1,10,11,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1962,private - petrol
overweight,male,omnivore,daily,wood,walk/bicycle,,never,88,never,94,extra large,2,15,39,20,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1431,walk/bicycle
obese,female,vegan,twice a day,natural gas,private,petrol,sometimes,55,rarely,1083,extra large,4,20,19,22,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],1864,private - petrol
obese,male,omnivore,daily,wood,public,,never,283,rarely,1078,medium,6,24,6,21,Sometimes,['Glass'],['Stove'],2097,public
underweight,female,vegan,twice a day,coal,private,lpg,often,203,frequently,4145,large,4,6,27,3,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2913,private - lpg
normal,male,pescatarian,daily,wood,walk/bicycle,,often,128,never,46,extra large,6,12,15,5,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1692,walk/bicycle
normal,female,vegetarian,less frequently,wood,private,diesel,never,118,very frequently,3634,medium,2,21,41,8,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2938,private - diesel
overweight,male,vegetarian,twice a day,electricity,public,,often,72,rarely,1367,small,4,14,26,3,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",1299,public
underweight,male,vegetarian,daily,electricity,public,,sometimes,224,frequently,685,extra large,6,5,41,13,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2390,public
overweight,male,pescatarian,less frequently,coal,public,,sometimes,289,very frequently,667,small,3,9,36,17,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3131,public
overweight,female,pescatarian,less frequently,electricity,walk/bicycle,,often,261,frequently,74,medium,7,8,39,0,No,"['Paper', 'Metal']","['Oven', 'Microwave']",2109,walk/bicycle
normal,male,vegetarian,twice a day,electricity,public,,never,273,never,1941,small,2,14,2,4,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",533,public
underweight,female,vegetarian,daily,natural gas,private,hybrid,often,103,never,4685,small,7,10,27,8,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1535,private - hybrid
obese,male,pescatarian,twice a day,wood,public,,never,250,frequently,767,extra large,1,7,4,14,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2018,public
underweight,female,pescatarian,twice a day,coal,public,,often,136,never,1692,extra large,5,18,20,18,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1733,public
underweight,male,vegetarian,daily,natural gas,walk/bicycle,,never,192,never,94,medium,6,12,3,4,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave'],771,walk/bicycle
overweight,male,pescatarian,daily,electricity,public,,sometimes,280,frequently,1855,small,1,1,4,13,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1577,public
underweight,male,omnivore,twice a day,electricity,public,,never,185,rarely,700,large,1,3,39,6,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],1181,public
normal,male,omnivore,daily,natural gas,walk/bicycle,,often,218,never,10,large,4,11,48,21,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1812,walk/bicycle
